dimension_index,feature_group,candidate_slot,feature_name,source_field,encoding_rule,padding_rule,korean_description,why_used,value_meaning
254,candidate,12,role_radio,candidate.role,1 if role == radio else 0,0 when candidate slot is absent,후보 요소 12번의 역할이 'radio'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 radio 역할, 0이면 다른 역할"
255,candidate,12,role_menuitem,candidate.role,1 if role == menuitem else 0,0 when candidate slot is absent,후보 요소 12번의 역할이 'menuitem'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 menuitem 역할, 0이면 다른 역할"
256,candidate,12,role_tab,candidate.role,1 if role == tab else 0,0 when candidate slot is absent,후보 요소 12번의 역할이 'tab'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 tab 역할, 0이면 다른 역할"
257,candidate,12,visible,candidate.visible,boolean,0 when candidate slot is absent,후보 요소 12번의 후보 요소가 화면에 보이는지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
258,candidate,12,enabled,candidate.enabled,boolean,0 when candidate slot is absent,후보 요소 12번의 후보 요소가 활성화되어 조작 가능한지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
259,candidate,12,clickable,candidate.clickable,boolean,0 when candidate slot is absent,후보 요소 12번의 후보 요소가 클릭 가능한지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
260,candidate,12,visibility,candidate.visibility,clamp(value),0 when candidate slot is absent,후보 요소 12번의 후보 요소의 가시성 정도,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,모델 입력을 위해 0~1 범위로 변환한 수치
261,candidate,12,bbox_x,candidate.bbox[0],clamp(value / 4096),0 when candidate slot is absent,후보 요소 12번의 후보 요소 왼쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
262,candidate,12,bbox_y,candidate.bbox[1],clamp(value / 4096),0 when candidate slot is absent,후보 요소 12번의 후보 요소 위쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
263,candidate,12,bbox_width,candidate.bbox[2],clamp(value / 4096),0 when candidate slot is absent,후보 요소 12번의 후보 요소의 너비,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
264,candidate,12,bbox_height,candidate.bbox[3],clamp(value / 4096),0 when candidate slot is absent,후보 요소 12번의 후보 요소의 높이,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
265,candidate,12,has_text,candidate.has_text,boolean,0 when candidate slot is absent,후보 요소 12번의 후보 요소에 읽을 수 있는 텍스트가 있는지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
266,candidate,12,text_length,candidate.text_length,clamp(value / 512),0 when candidate slot is absent,후보 요소 12번의 후보 요소 텍스트의 길이,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
267,candidate,12,has_data_bug_id,candidate.has_data_bug_id,boolean,0 when candidate slot is absent,후보 요소 12번의 오류 정답 식별자인 data-bug-id 보유 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
268,candidate,12,has_data_testid,candidate.has_data_testid,boolean,0 when candidate slot is absent,후보 요소 12번의 테스트용 식별자인 data-testid 보유 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
269,candidate,13,role_button,candidate.role,1 if role == button else 0,0 when candidate slot is absent,후보 요소 13번의 역할이 'button'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 button 역할, 0이면 다른 역할"
270,candidate,13,role_link,candidate.role,1 if role == link else 0,0 when candidate slot is absent,후보 요소 13번의 역할이 'link'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 link 역할, 0이면 다른 역할"
271,candidate,13,role_textbox,candidate.role,1 if role == textbox else 0,0 when candidate slot is absent,후보 요소 13번의 역할이 'textbox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 textbox 역할, 0이면 다른 역할"
272,candidate,13,role_combobox,candidate.role,1 if role == combobox else 0,0 when candidate slot is absent,후보 요소 13번의 역할이 'combobox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 combobox 역할, 0이면 다른 역할"
273,candidate,13,role_checkbox,candidate.role,1 if role == checkbox else 0,0 when candidate slot is absent,후보 요소 13번의 역할이 'checkbox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 checkbox 역할, 0이면 다른 역할"
274,candidate,13,role_radio,candidate.role,1 if role == radio else 0,0 when candidate slot is absent,후보 요소 13번의 역할이 'radio'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 radio 역할, 0이면 다른 역할"
275,candidate,13,role_menuitem,candidate.role,1 if role == menuitem else 0,0 when candidate slot is absent,후보 요소 13번의 역할이 'menuitem'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 menuitem 역할, 0이면 다른 역할"
276,candidate,13,role_tab,candidate.role,1 if role == tab else 0,0 when candidate slot is absent,후보 요소 13번의 역할이 'tab'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 tab 역할, 0이면 다른 역할"
277,candidate,13,visible,candidate.visible,boolean,0 when candidate slot is absent,후보 요소 13번의 후보 요소가 화면에 보이는지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
278,candidate,13,enabled,candidate.enabled,boolean,0 when candidate slot is absent,후보 요소 13번의 후보 요소가 활성화되어 조작 가능한지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
279,candidate,13,clickable,candidate.clickable,boolean,0 when candidate slot is absent,후보 요소 13번의 후보 요소가 클릭 가능한지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
280,candidate,13,visibility,candidate.visibility,clamp(value),0 when candidate slot is absent,후보 요소 13번의 후보 요소의 가시성 정도,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,모델 입력을 위해 0~1 범위로 변환한 수치
281,candidate,13,bbox_x,candidate.bbox[0],clamp(value / 4096),0 when candidate slot is absent,후보 요소 13번의 후보 요소 왼쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
282,candidate,13,bbox_y,candidate.bbox[1],clamp(value / 4096),0 when candidate slot is absent,후보 요소 13번의 후보 요소 위쪽 시작 위치,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
283,candidate,13,bbox_width,candidate.bbox[2],clamp(value / 4096),0 when candidate slot is absent,후보 요소 13번의 후보 요소의 너비,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
284,candidate,13,bbox_height,candidate.bbox[3],clamp(value / 4096),0 when candidate slot is absent,후보 요소 13번의 후보 요소의 높이,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
285,candidate,13,has_text,candidate.has_text,boolean,0 when candidate slot is absent,후보 요소 13번의 후보 요소에 읽을 수 있는 텍스트가 있는지 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
286,candidate,13,text_length,candidate.text_length,clamp(value / 512),0 when candidate slot is absent,후보 요소 13번의 후보 요소 텍스트의 길이,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,원본 수치를 정해진 최대 기준으로 나누고 0~1 범위로 제한한 값
287,candidate,13,has_data_bug_id,candidate.has_data_bug_id,boolean,0 when candidate slot is absent,후보 요소 13번의 오류 정답 식별자인 data-bug-id 보유 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
288,candidate,13,has_data_testid,candidate.has_data_testid,boolean,0 when candidate slot is absent,후보 요소 13번의 테스트용 식별자인 data-testid 보유 여부,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 해당 조건이 참, 0이면 거짓"
289,candidate,14,role_button,candidate.role,1 if role == button else 0,0 when candidate slot is absent,후보 요소 14번의 역할이 'button'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 button 역할, 0이면 다른 역할"
290,candidate,14,role_link,candidate.role,1 if role == link else 0,0 when candidate slot is absent,후보 요소 14번의 역할이 'link'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 link 역할, 0이면 다른 역할"
291,candidate,14,role_textbox,candidate.role,1 if role == textbox else 0,0 when candidate slot is absent,후보 요소 14번의 역할이 'textbox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 textbox 역할, 0이면 다른 역할"
292,candidate,14,role_combobox,candidate.role,1 if role == combobox else 0,0 when candidate slot is absent,후보 요소 14번의 역할이 'combobox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 combobox 역할, 0이면 다른 역할"
293,candidate,14,role_checkbox,candidate.role,1 if role == checkbox else 0,0 when candidate slot is absent,후보 요소 14번의 역할이 'checkbox'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 checkbox 역할, 0이면 다른 역할"
294,candidate,14,role_radio,candidate.role,1 if role == radio else 0,0 when candidate slot is absent,후보 요소 14번의 역할이 'radio'인지 표시,에이전트가 클릭·입력할 수 있는 화면 요소의 성격과 위치를 판단하기 위해 사용,"1이면 radio 역할, 0이면 다른 역할"
